STATE,Year,Total murders,Total firearms,Handguns,Rifles,Shotguns,Firearms (type unknown),Knives or cutting instruments,Other weapons,"Hands, fists, feet, etc.",Murder Rate (per 100k),Firearms Rate,Handgun Rate,Rifles Rate,Shotguns Rate,Firearms (type unknown) Rate,Knives or cutting instruments Rate,Other Weapons Rate,"Hands, fists, feet, Rate",HFR,HFR_se,Fem_FS_S,Male_FS_S,BRFSS,GALLUP,GSS,PEW,AvgGunOwnershipEst,Population Estimate,Homicides per 100k Inhabitants,Est. Homicides,"Deaths, Excluding Firearms",Deaths,Population,"Crude Rate Per 100,000",FIREARM FATAILTIY RATE,FIREARM DEATHS,Guns Owners,Firearm Owners per 100k inhabitants,Homicides per Firearm Owner,Firearms per Homicide,Firearm Owners per Fatality,Firearm / Overall Deaths
Missouri,2012,,,,,,,,,,,,,,,,,,,0.511,0.026,0.347150259,0.664355062,,0.575659633,0.448140146,0.536118096,0.519972625,6021988,6.5,391.43,"56,094","56,094","6,021,988",931.5,,,3131269,51997,0.0001250065809,8000,,
Montana,2012,,,,,,,,,,,,,,,,,,,0.658,0.029,0.413043478,0.71657754,,0.66755343,,0.646781813,0.6571676215,1005141,2.9,29.15,"8,976","8,976","1,005,141",893,,,660546,65717,0.00004412877179,22661,,
Nebraska,2012,,,,,,,,,,,,,,,,,,,0.416,0.026,0.093023256,0.587301587,,0.518971219,0.401096857,0.480378643,0.466815573,1855525,2.8,51.95,"15,659","15,659","1,855,525",843.9,,,866188,46682,0.00005998086101,16672,,
Nevada,2012,,,,,,,,,,,,,,,,,,,0.377,0.026,0.35971223,0.581818182,,0.441930215,0.392597853,0.375184462,0.40323751,2758931,4.5,124.15,"20,785","20,785","2,758,931",753.4,,,1112504,40324,0.0001115967609,8961,,
New Hampshire,2012,,,,,,,,,,,,,,,,,,,0.394,0.029,0.325581395,0.528301887,,0.406531097,,0.425178023,0.41585456,1320718,1.1,14.53,"10,730","10,730","1,320,718",812.4,,,549227,41585,0.00002645155556,37805,,
New Jersey,2012,,,,,,,,,,,,,,,,,,,0.07,0.026,0.081632653,0.276119403,,0.118515922,0.09257,0.094564791,0.101883571,8864590,4.4,390.04,"70,534","70,534","8,864,590",795.7,,,903156,10188,0.0004318655066,2316,,
New Mexico,2012,,,,,,,,,,,,,,,,,,,0.403,0.026,0.230769231,0.609467456,,0.507792121,0.370271281,0.402759529,0.426940977,2085538,5.6,116.79,"16,710","16,710","2,085,538",801.2,,,890402,42694,0.0001311656716,7624,,
New York,2012,,,,,,,,,,,,,,,,,,,0.154,0.026,0.089330025,0.367816092,,0.242788399,0.177914434,0.171402631,0.197368488,19570261,3.5,684.96,"148,991","148,991","19,570,261",761.3,,,3862553,19737,0.0001773332732,5639,,
North Carolina,2012,,,,,,,,,,,,,,,,,,,0.379,0.026,0.343465046,0.622779519,,0.522304067,0.342388987,0.421924056,0.42887237,9752073,4.9,477.85,"81,925","81,925","9,752,073",840.1,,,4182395,42887,0.0001142531052,8752,,
North Dakota,2012,,,,,,,,,,,,,,,,,,,0.561,0.029,0.388888889,0.643678161,,0.564610826,,0.568746829,0.5666788275,699628,3.6,25.19,"6,038","6,038","699,628",863,,,396464,56668,0.00006352804843,15741,,
Ohio,2012,,,,,,,,,,,,,,,,,,,0.362,0.026,0.322884013,0.556827473,,0.438550123,0.323793845,0.395153779,0.3858325823,11544225,4.1,473.31,"112,498","112,498","11,544,225",974.5,,,4454138,38583,0.0001062637058,9411,,
Oklahoma,2012,,,,,,,,,,,,,,,,,,,0.563,0.026,0.514492754,0.639097744,,0.610869429,0.546974273,0.625388544,0.5944107487,3814820,5.8,221.26,"36,870","36,870","3,814,820",966.5,,,2267570,59441,0.00009757562448,10248,,
Oregon,2012,,,,,,,,,,,,,,,,,,,0.476,0.029,0.284883721,0.576086957,,0.546144912,,0.507561902,0.526853407,3899353,2.3,89.69,"32,759","32,759","3,899,353",840.1,,,2054387,52685,0.00004365540717,22907,,
Pennsylvania,2012,,,,,,,,,,,,,,,,,,,0.38,0.026,0.278287462,0.551515152,,0.416533006,0.327087073,0.413479876,0.385699985,12763536,5.5,701.99,"126,981","126,981","12,763,536",994.9,,,4922896,38570,0.0001425978795,7013,,
Rhode Island,2012,,,,,,,,,,,,,,,,,,,0.109,0.028,0.111111111,0.294871795,,,0.140375876,0.162484843,0.1514303595,1050292,2.5,26.26,"9,354","9,354","1,050,292",890.6,,,159046,15143,0.0001650923902,6057,,
South Carolina,2012,,,,,,,,,,,,,,,,,,,0.459,0.026,0.460122699,0.701960784,,0.553442476,0.391432334,0.489315843,0.478063551,4723723,7,330.66,"43,198","43,198","4,723,723",914.5,,,2258240,47806,0.0001464240473,6829,,
South Dakota,2012,,,,,,,,,,,,,,,,,,,0.568,0.026,0.375,0.572649573,,0.650867381,0.511244071,0.622448746,0.5948533993,833354,2.8,23.33,"7,333","7,333","833,354",879.9,,,495723,59485,0.0000470704211,21245,,
Tennessee,2012,,,,,,,,,,,,,,,,,,,0.478,0.026,0.463768116,0.687418936,,0.591108619,0.413137976,0.488663195,0.4976365967,6456243,6.2,400.29,"61,956","61,956","6,456,243",959.6,,,3212863,49764,0.0001245889077,8026,,
Texas,2012,,,,,,,,,,,,,,,,,,,0.426,0.026,0.408427877,0.616528926,,0.608023249,0.403788592,0.41316824,0.4749933603,26059203,4.4,1146.60,"174,187","174,187","26,059,203",668.4,,,12377948,47499,0.00009263287379,10795,,
Utah,2012,,,,,,,,,,,,,,,,,,,0.423,0.026,0.239316239,0.58891455,,0.509015092,0.413287347,0.467881469,0.463394636,2855287,1.8,51.40,"15,676","15,676","2,855,287",549,,,1323125,46339,0.00003884378152,25744,,
Vermont,2012,,,,,,,,,,,,,,,,,,,0.482,0.026,0.090909091,0.644736842,,0.536056941,0.446530919,0.534394184,0.5056606813,626011,1.3,8.14,"5,491","5,491","626,011",877.1,,,316549,50566,0.00002570893977,38897,,
Virginia,2012,,,,,,,,,,,,,,,,,,,0.397,0.026,0.334763948,0.613253012,,0.472359079,0.35376725,0.421166807,0.4157643787,8185867,3.9,319.25,"61,564","61,564","8,185,867",752.1,,,3403392,41576,0.00009380312985,10661,,
Washington,2012,,,,,,,,,,,,,,,,,,,0.339,0.026,0.285067873,0.570379437,,0.360240938,0.315001821,0.338889447,0.3380440687,6897012,3.1,213.81,"50,105","50,105","6,897,012",726.5,,,2331494,33804,0.0000917040199,10905,,
West Virginia,2012,,,,,,,,,,,,,,,,,,,0.571,0.026,0.424657534,0.660079051,,0.585280709,0.510311945,0.60793453,0.5678423947,1855413,3.8,70.51,"21,915","21,915","1,855,413","1,181.10",,,1053582,56784,0.00006691997702,14943,,
Wisconsin,2012,,,,,,,,,,,,,,,,,,,0.44,0.026,0.152866242,0.572438163,,0.459727762,0.403028652,0.479412217,0.4473895437,5726398,3,171.79,"48,384","48,384","5,726,398",844.9,,,2561931,44739,0.00006705565748,14913,,
Wyoming,2012,,,,,,,,,,,,,,,,,,,0.597,0.029,0.375,0.647482014,,0.662060499,,0.62222418,0.6421423395,576412,2.4,13.83,"4,481","4,481","576,412",777.4,,,370139,64214,0.00003737489109,26756,,
Alabama,2013,2,1,1,0,0,0,1,0,0,0.04,0.02,0.02,0.00,0.00,0.00,0.02,0.00,0.00,0.516,0.032,0.562091503,0.735915493,,,,0.598502599,0.598502599,4833722,7.2,348.03,"50,189","50,189","4,833,722","1,038.30",,,2892995,59850,0.0001203002295,8313,,
Alaska,2013,34,12,5,3,1,3,5,13,4,4.63,1.63,0.68,0.41,0.14,0.41,0.68,1.77,0.54,0.576,0.032,0.5,0.751824818,,,,0.609210936,0.609210936,735132,4.6,33.82,"3,997","3,997","735,132",543.7,,,447850,60921,0.00007550750862,13244,,
Arizona,2013,304,184,133,11,11,29,56,55,9,4.59,2.78,2.01,0.17,0.17,0.44,0.85,0.83,0.14,0.366,0.032,0.361940299,0.623463687,,,,0.447063158,0.447063158,6626624,5.4,357.84,"50,534","50,534","6,626,624",762.6,,,2962519,44706,0.0001207883026,8279,,
Arkansas,2013,154,110,53,5,5,47,22,17,5,5.20,3.72,1.79,0.17,0.17,1.59,0.74,0.57,0.17,0.5,0.032,0.505263158,0.650831354,,,,0.626322554,0.626322554,2959373,5.3,156.85,"30,437","30,437","2,959,373","1,028.50",,,1853522,62632,0.00008462093479,11817,,
California,2013,1745,1224,805,29,48,342,238,191,92,4.55,3.19,2.10,0.08,0.13,0.89,0.62,0.50,0.24,0.155,0.032,0.200424178,0.448410123,,,,0.235708797,0.235708797,38332521,4.5,1724.96,"248,359","248,359","38,332,521",647.9,,,9035312,23571,0.0001909135364,5238,,
Colorado,2013,174,88,46,5,3,34,34,39,13,3.30,1.67,0.87,0.09,0.06,0.65,0.65,0.74,0.25,0.394,0.032,0.256809339,0.564,,,,0.502715567,0.502715567,5268367,3.3,173.86,"33,712","33,712","5,268,367",639.9,,,2648490,50272,0.00006564348146,15234,,
Connecticut,2013,86,60,34,0,0,26,12,5,9,2.39,1.67,0.95,0.00,0.00,0.72,0.33,0.14,0.25,0.141,0.032,0.068493151,0.338521401,,,,0.244112606,0.244112606,3596080,2.5,89.90,"29,632","29,632","3,596,080",824,,,877848,24411,0.0001024117534,9765,,
Delaware,2013,39,33,22,1,0,10,4,2,0,4.21,3.56,2.38,0.11,0.00,1.08,0.43,0.22,0.00,0.289,0.032,0.290322581,0.56043956,,,,0.373201505,0.373201505,925749,4.4,40.73,"7,967","7,967","925,749",860.6,,,345491,37320,0.0001178987743,8482,,
Florida,2013,103,81,30,1,1,49,12,5,5,0.53,0.41,0.15,0.01,0.01,0.25,0.06,0.03,0.03,0.279,0.032,0.380607815,0.582476531,,,,0.326840726,0.326840726,19552860,5,977.64,"181,112","181,112","19,552,860",926.3,,,6390671,32684,0.0001529797116,6537,,
Georgia,2013,534,411,348,11,10,42,40,74,9,5.34,4.11,3.48,0.11,0.10,0.42,0.40,0.74,0.09,0.379,0.032,0.459259259,0.661358811,,,,0.456521915,0.456521915,9992167,5.6,559.56,"75,088","75,088","9,992,167",751.5,,,4561643,45652,0.0001226666194,8152,,
Hawaii,2013,9,6,1,2,2,1,2,1,0,0.64,0.43,0.07,0.14,0.14,0.07,0.14,0.07,0.00,0.073,0.032,0.075,0.190839695,,,,0.230815185,0.230815185,1404054,2.3,32.29,"10,505","10,505","1,404,054",748.2,,,324077,23082,0.0000996468235,10035,,
Idaho,2013,26,15,10,1,0,4,2,5,4,1.61,0.93,0.62,0.06,0.00,0.25,0.12,0.31,0.25,0.542,0.032,0.453125,0.700819672,,,,0.605656938,0.605656938,1612136,1.8,29.02,"12,434","12,434","1,612,136",771.3,,,976401,60566,0.00002971979494,33648,,
Illinois,2013,433,364,352,3,2,7,41,19,9,3.36,2.83,2.73,0.02,0.02,0.05,0.32,0.15,0.07,0.244,0.032,0.204697987,0.425219941,,,,0.353711374,0.353711374,12882135,5.6,721.40,"103,401","103,401","12,882,135",802.7,,,4556558,35371,0.000158321174,6316,,
Indiana,2013,311,238,149,6,7,76,19,41,13,4.73,3.62,2.27,0.09,0.11,1.16,0.29,0.62,0.20,0.406,0.032,0.375661376,0.598675497,,,,0.510870169,0.510870169,6570902,5.4,354.83,"60,716","60,716","6,570,902",924,,,3356878,51087,0.0001057020027,9461,,
Iowa,2013,42,18,8,1,1,8,13,6,5,1.36,0.58,0.26,0.03,0.03,0.26,0.42,0.19,0.16,0.401,0.032,0.277108434,0.543956044,,,,0.561869136,0.561869136,3090416,1.3,40.18,"28,948","28,948","3,090,416",936.7,,,1736409,56187,0.00002313706016,43221,,
Kansas,2013,112,78,39,9,5,25,8,16,10,3.87,2.70,1.35,0.31,0.17,0.86,0.28,0.55,0.35,0.452,0.032,0.3125,0.626086957,,,,0.569501664,0.569501664,2893957,4,115.76,"25,414","25,414","2,893,957",878.2,,,1648113,56950,0.00007023684482,14238,,
Kentucky,2013,165,111,82,10,6,13,23,22,9,3.75,2.53,1.87,0.23,0.14,0.30,0.52,0.50,0.20,0.498,0.032,0.570469799,0.666666667,,,,0.61192095,0.61192095,4395295,3.9,171.42,"43,759","43,759","4,395,295",995.6,,,2689573,61192,0.00006373372247,15690,,
Louisiana,2013,453,356,298,8,9,41,34,40,23,9.79,7.70,6.44,0.17,0.19,0.89,0.74,0.86,0.50,0.487,0.032,0.550847458,0.737634409,,,,0.570755321,0.570755321,4625470,10.7,494.93,"43,270","43,270","4,625,470",935.5,,,2640012,57076,0.000187470876,5334,,
Maine,2013,24,12,3,2,1,6,5,2,5,1.81,0.90,0.23,0.15,0.08,0.45,0.38,0.15,0.38,0.496,0.032,0.307692308,0.626943005,,,,0.640072883,0.640072883,1328302,1.8,23.91,"13,547","13,547","1,328,302","1,019.90",,,850210,64007,0.0000281217975,35560,,
Maryland,2013,379,268,263,0,4,1,57,29,25,6.39,4.52,4.44,0.00,0.07,0.02,0.96,0.49,0.42,0.18,0.032,0.225806452,0.514606742,,,,0.265360831,0.265360831,5928814,6.5,385.37,"45,689","45,689","5,928,814",770.6,,,1573275,26536,0.0002449494892,4082,,
Massachusetts,2013,135,78,35,2,0,41,25,25,7,2.02,1.17,0.52,0.03,0.00,0.61,0.37,0.37,0.10,0.085,0.032,0.039473684,0.252380952,,,,0.205799001,0.205799001,6692824,2.1,140.55,"54,567","54,567","6,692,824",815.3,,,1377376,20580,0.0001020413117,9800,,
Michigan,2013,625,440,203,16,23,198,43,106,36,6.32,4.45,2.05,0.16,0.23,2.00,0.43,1.07,0.36,0.36,0.032,0.253571429,0.59408867,,,,0.472329927,0.472329927,9895622,6.3,623.42,"92,408","92,408","9,895,622",933.8,,,4673998,47233,0.000133381343,7497,,
Minnesota,2013,110,60,53,0,4,3,17,24,9,2.03,1.11,0.98,0.00,0.07,0.06,0.31,0.44,0.17,0.424,0.032,0.282758621,0.559099437,,,,0.531655044,0.531655044,5420380,2.1,113.83,"40,987","40,987","5,420,380",756.2,,,2881772,53166,0.00003949929609,25317,,
Mississippi,2013,142,110,80,3,8,19,9,14,9,4.75,3.68,2.67,0.10,0.27,0.64,0.30,0.47,0.30,0.502,0.032,0.626506024,0.744262295,,,,0.603472835,0.603472835,2991207,7.3,218.36,"30,703","30,703","2,991,207","1,026.40",,,1805112,60347,0.0001209665055,8267,,
Missouri,2013,371,273,137,14,6,116,41,45,12,6.14,4.52,2.27,0.23,0.10,1.92,0.68,0.74,0.20,0.486,0.032,0.366492147,0.631989597,,,,0.570839499,0.570839499,6044171,6.1,368.69,"57,444","57,444","6,044,171",950.4,,,3450252,57084,0.0001068601597,9358,,
Montana,2013,15,9,5,0,1,3,3,2,1,1.48,0.89,0.49,0.00,0.10,0.30,0.30,0.20,0.10,0.633,0.032,0.459016393,0.653846154,,,,0.690808908,0.690808908,1015165,2.3,23.35,"9,511","9,511","1,015,165",936.9,,,701285,69081,0.00003329430141,30035,,
Nebraska,2013,57,39,11,2,0,26,8,7,3,3.05,2.09,0.59,0.11,0.00,1.39,0.43,0.37,0.16,0.405,0.032,0.244444444,0.571428571,,,,0.563703387,0.563703387,1868516,3,56.06,"15,754","15,754","1,868,516",843.1,,,1053289,56370,0.00005321947799,18790,,
Nevada,2013,157,87,26,0,3,58,24,36,10,5.63,3.12,0.93,0.00,0.11,2.08,0.86,1.29,0.36,0.351,0.032,0.333333333,0.602409639,,,,0.438083684,0.438083684,2790136,5.8,161.83,"21,468","21,468","2,790,136",769.4,,,1222313,43808,0.0001323947961,7553,,
New Hampshire,2013,21,5,3,0,0,2,6,5,5,1.59,0.38,0.23,0.00,0.00,0.15,0.45,0.38,0.38,0.406,0.032,0.136363636,0.531914894,,,,0.5286917,0.5286917,1323459,1.6,21.18,"10,897","10,897","1,323,459",823.4,,,699702,52869,0.00003026338412,33043,,
New Jersey,2013,401,291,229,0,2,60,53,37,20,4.51,3.27,2.57,0.00,0.02,0.67,0.60,0.42,0.22,0.056,0.032,0.101796407,0.3,,,,0.127231275,0.127231275,8899339,4.5,400.47,"71,403","71,403","8,899,339",802.3,,,1132274,12723,0.000353686623,2827,,
New Mexico,2013,106,59,46,5,2,6,19,20,8,5.08,2.83,2.21,0.24,0.10,0.29,0.91,0.96,0.38,0.482,0.032,0.296296296,0.588235294,,,,0.503406175,0.503406175,2085287,5.9,123.03,"16,805","16,805","2,085,287",805.9,,,1049746,50341,0.0001172015818,8532,,
New York,2013,648,362,290,4,19,49,136,113,37,3.30,1.84,1.48,0.02,0.10,0.25,0.69,0.58,0.19,0.124,0.032,0.081683168,0.336710834,,,,0.237257904,0.237257904,19651127,3.3,648.49,"150,919","150,919","19,651,127",768,,,4662385,23726,0.0001390891492,7190,,
North Carolina,2013,452,315,204,27,8,76,50,55,32,4.59,3.20,2.07,0.27,0.08,0.77,0.51,0.56,0.32,0.355,0.032,0.403389831,0.659251769,,,,0.465539339,0.465539339,9848060,4.7,462.86,"83,329","83,329","9,848,060",846.1,,,4584659,46554,0.0001009581706,9905,,
North Dakota,2013,11,4,0,2,0,2,4,3,0,1.52,0.55,0.00,0.28,0.00,0.28,0.55,0.41,0.00,0.567,0.032,0.2,0.666666667,,,,0.662695277,0.662695277,723393,2.2,15.91,"6,233","6,233","723,393",861.6,,,479389,66270,0.00003319776187,30123,,
Ohio,2013,434,309,208,3,4,94,37,69,19,3.75,2.67,1.80,0.03,0.03,0.81,0.32,0.60,0.16,0.359,0.032,0.312684366,0.584667228,,,,0.452978524,0.452978524,11570808,4.1,474.40,"113,258","113,258","11,570,808",978.8,,,5241328,45298,0.0000905120173,11048,,
Oklahoma,2013,191,127,108,6,8,5,24,24,16,4.96,3.30,2.80,0.16,0.21,0.13,0.62,0.62,0.42,0.537,0.032,0.529850746,0.68173258,,,,0.663308301,0.663308301,3850568,5.1,196.38,"38,384","38,384","3,850,568",996.8,,,2554114,66331,0.00007688732362,13006,,
Oregon,2013,78,43,15,0,4,24,12,18,5,1.98,1.09,0.38,0.00,0.10,0.61,0.31,0.46,0.13,0.456,0.032,0.345679012,0.621268657,,,,0.531131964,0.531131964,3930065,2.1,82.53,"33,939","33,939","3,930,065",863.6,,,2087383,53113,0.00003953819658,25292,,
Pennsylvania,2013,594,440,328,20,22,70,52,74,28,4.65,3.44,2.57,0.16,0.17,0.55,0.41,0.58,0.22,0.368,0.032,0.320954907,0.564847626,,,,0.440265414,0.440265414,12773801,4.8,613.14,"129,123","129,123","12,773,801","1,010.80",,,5623863,44027,0.0001090251436,9172,,
Rhode Island,2013,31,18,3,0,1,14,5,6,2,2.95,1.71,0.29,0.00,0.10,1.33,0.48,0.57,0.19,0.09,0.032,0.133333333,0.294117647,,,,0.196937708,0.196937708,1051511,2.9,30.49,"9,792","9,792","1,051,511",931.2,,,207082,19694,0.0001472546842,6791,,
South Carolina,2013,296,224,126,9,13,76,20,33,19,6.20,4.69,2.64,0.19,0.27,1.59,0.42,0.69,0.40,0.445,0.032,0.47260274,0.729090909,,,,0.540648903,0.540648903,4774839,6.4,305.59,"44,582","44,582","4,774,839",933.7,,,2581511,54065,0.000118376269,8448,,
South Dakota,2013,12,3,0,0,1,2,1,4,4,1.42,0.36,0.00,0.00,0.12,0.24,0.12,0.47,0.47,0.523,0.032,0.217391304,0.532258065,,,,0.673335246,0.673335246,844877,2.1,17.74,"7,099","7,099","844,877",840.2,,,568885,67334,0.00003118803022,32064,,
Tennessee,2013,327,223,152,11,9,51,18,67,19,5.03,3.43,2.34,0.17,0.14,0.79,0.28,1.03,0.29,0.469,0.032,0.485,0.697590361,,,,0.555520359,0.555520359,6495978,5.2,337.79,"63,406","63,406","6,495,978",976.1,,,3608648,55552,0.00009360593029,10683,,
Texas,2013,1133,760,530,34,30,166,164,129,80,4.28,2.87,2.00,0.13,0.11,0.63,0.62,0.49,0.30,0.364,0.032,0.417040359,0.628033473,,,,0.439994491,0.439994491,26448193,4.3,1137.27,"179,183","179,183","26,448,193",677.5,,,11637059,43999,0.00009772849633,10232,,
Utah,2013,49,31,25,2,1,3,6,7,5,1.69,1.07,0.86,0.07,0.03,0.10,0.21,0.24,0.17,0.425,0.032,0.2734375,0.576496674,,,,0.586857706,0.586857706,2900872,1.8,52.22,"16,366","16,366","2,900,872",564.2,,,1702399,58686,0.00003067183035,32603,,
Vermont,2013,9,5,1,2,1,1,0,1,3,1.44,0.80,0.16,0.32,0.16,0.16,0.00,0.16,0.48,0.483,0.032,0.366666667,0.585365854,,,,0.608088921,0.608088921,626630,1.6,10.03,"5,639","5,639","626,630",899.9,,,381047,60809,0.00002631194131,38006,,
Virginia,2013,315,225,126,3,6,90,30,40,20,3.81,2.72,1.53,0.04,0.07,1.09,0.36,0.48,0.24,0.37,0.032,0.415254237,0.601674641,,,,0.436728785,0.436728785,8260405,3.9,322.16,"62,716","62,716","8,260,405",759.2,,,3607557,43673,0.00008930027362,11198,,
Washington,2013,155,86,47,0,7,32,29,27,13,2.22,1.23,0.67,0.00,0.10,0.46,0.42,0.39,0.19,0.344,0.032,0.290836653,0.528350515,,,,0.423461652,0.423461652,6971406,2.4,167.31,"51,264","51,264","6,971,406",735.3,,,2952123,42346,0.00005667573412,17644,,
West Virginia,2013,54,30,17,3,3,7,2,20,2,2.91,1.62,0.92,0.16,0.16,0.38,0.11,1.08,0.11,0.602,0.032,0.377358491,0.759259259,,,,0.686877765,0.686877765,1854304,3.3,61.19,"21,843","21,843","1,854,304","1,178.00",,,1273680,68688,0.00004804348267,20814,,
Wisconsin,2013,157,103,72,6,6,19,18,24,12,2.73,1.79,1.25,0.10,0.10,0.33,0.31,0.42,0.21,0.448,0.032,0.240506329,0.576589595,,,,0.542367126,0.542367126,5742713,2.8,160.80,"50,026","50,026","5,742,713",871.1,,,3114659,54237,0.00005162554782,19370,,
Wyoming,2013,15,9,6,3,0,0,2,4,0,2.57,1.54,1.03,0.51,0.00,0.00,0.34,0.69,0.00,0.613,0.032,0.529411765,0.714285714,,,,0.685265753,0.685265753,582658,2.9,16.90,"4,516","4,516","582,658",775.1,,,399276,68527,0.00004231934818,23630,,
Alabama,2014,1,1,1,0,0,0,0,0,0,0.02,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.51,0.035,0.595890411,0.688927944,,,0.467334546,,0.467334546,4849377,5.7,276.41,"49,400","50,215","4,849,377","1,035.50",16.9,815,2266281,46733,0.0001219682998,8199,"2,781",1.62%
Alaska,2014,41,22,6,0,2,14,8,5,6,5.57,2.99,0.81,0.00,0.27,1.90,1.09,0.68,0.81,0.618,0.044,0.413793103,0.746376812,,,,,,736732,5.6,41.26,"3,983","4,128","736,732",560.3,19.2,145,0,0,0.0001219682998,8199,,3.51%
Arizona,2014,258,153,116,6,6,25,33,66,6,3.83,2.27,1.72,0.09,0.09,0.37,0.49,0.98,0.09,0.385,0.035,0.377926421,0.603174603,,,0.368824415,,0.368824415,6731484,4.6,309.65,"50,611","51,538","6,731,484",765.6,13.5,927,2482736,36882,0.0001247205937,8018,"2,678",1.80%
Arkansas,2014,154,111,55,3,10,43,17,23,3,5.19,3.74,1.85,0.10,0.34,1.45,0.57,0.78,0.10,0.493,0.035,0.513761468,0.657635468,,,0.482532341,,0.482532341,2966369,5.9,175.02,"29,971","30,467","2,966,369","1,027.10",16.6,496,1431369,48253,0.0001222715971,8179,"2,886",1.63%
California,2014,1697,1169,763,40,43,323,256,175,97,4.37,3.01,1.97,0.10,0.11,0.83,0.66,0.45,0.25,0.183,0.035,0.191836735,0.431045145,,,0.187158672,,0.187158672,38802500,4.4,1707.31,"242,987","245,929","38,802,500",633.8,7.4,2942,7262224,18716,0.0002350946367,4254,"2,468",1.20%
Colorado,2014,149,91,60,3,2,26,25,20,13,2.78,1.70,1.12,0.06,0.04,0.49,0.47,0.37,0.24,0.385,0.035,0.283333333,0.558718861,,,0.365837149,,0.365837149,5355866,2.8,149.96,"34,574","35,237","5,355,866",657.9,12.2,663,1959375,36584,0.00007653678714,13066,"2,955",1.88%
Connecticut,2014,83,51,19,0,3,29,17,5,10,2.31,1.42,0.53,0.00,0.08,0.81,0.47,0.14,0.28,0.2,0.035,0.106796117,0.413043478,,,0.204234396,,0.204234396,3596677,2.5,89.92,"29,673","29,860","3,596,677",830.2,5,187,734565,20423,0.0001224083724,8169,"3,928",0.63%
Delaware,2014,54,39,29,0,0,10,4,3,8,5.77,4.17,3.10,0.00,0.00,1.07,0.43,0.32,0.86,0.301,0.035,0.076923077,0.57,,,0.307331551,,0.307331551,935614,5.3,49.59,"8,158","8,260","935,614",882.8,11.1,102,287544,30733,0.0001724521932,5799,"2,819",1.23%
Florida,2014,105,73,30,0,1,42,17,10,5,0.53,0.37,0.15,0.00,0.01,0.21,0.09,0.05,0.03,0.284,0.035,0.319660537,0.563573883,,,0.223645083,,0.223645083,19893297,4.9,974.77,"183,546","185,956","19,893,297",934.8,11.5,2410,4449038,22365,0.0002190971487,4564,"1,846",1.30%
Georgia,2014,540,416,371,11,10,24,55,63,6,5.35,4.12,3.67,0.11,0.10,0.24,0.54,0.62,0.06,0.382,0.035,0.513513514,0.68968969,,,0.303801949,,0.303801949,10097343,6,605.84,"75,496","76,887","10,097,343",761.5,13.70,"1,391.00",3067592,30380,0.0001974970872,5063,"2,205",1.81%
Hawaii,2014,5,1,1,0,0,0,0,3,1,0.35,0.07,0.07,0.00,0.00,0.00,0.00,0.21,0.07,0.034,0.044,0.073170732,0.18404908,,,,,,1419561,1.4,19.87,"10,727","10,767","1,419,561",758.5,2.6,40,0,0,0.0001974970872,5063,,0.37%
Idaho,2014,30,15,10,0,2,3,6,4,5,1.84,0.92,0.61,0.00,0.12,0.18,0.37,0.24,0.31,0.53,0.044,0.3625,0.6375,,,,,,1634464,2,32.69,"12,400","12,613","1,634,464",771.7,13.2,213,0,0,0.0001974970872,5063,,1.69%
Illinois,2014,428,371,364,5,1,1,30,14,13,3.32,2.88,2.83,0.04,0.01,0.01,0.23,0.11,0.10,0.238,0.035,0.177083333,0.434234234,,,0.22378381,,0.22378381,12880580,5.4,695.55,"104,114","105,293","12,880,580",817.5,9,1179,2882465,22378,0.0002413043196,4144,"2,445",1.12%
Indiana,2014,299,222,166,5,3,48,26,37,14,4.53,3.37,2.52,0.08,0.05,0.73,0.39,0.56,0.21,0.424,0.035,0.34375,0.611111111,,,0.419258407,,0.419258407,6596855,5,329.84,"60,122","60,940","6,596,855",923.8,12.40,818.00,2765787,41926,0.000119258193,8385,"3,381",1.34%
Iowa,2014,55,27,10,1,3,13,8,12,8,1.77,0.87,0.32,0.03,0.10,0.42,0.26,0.39,0.26,0.331,0.044,0.25,0.532110092,,,,,,3107126,1.9,59.04,"28,949","29,190","3,107,126",939.5,7.5,241,0,0,0.000119258193,8385,,0.83%
Kansas,2014,89,56,22,4,4,26,13,12,8,3.06,1.93,0.76,0.14,0.14,0.90,0.45,0.41,0.28,0.419,0.035,0.262626263,0.595505618,,,0.409914995,,0.409914995,2904021,3.2,92.93,"25,464","25,793","2,904,021",888.2,11.3,329,1190402,40991,0.00007806496564,12810,"3,618",1.28%
Kentucky,2014,160,112,85,1,5,21,16,26,6,3.63,2.54,1.93,0.02,0.11,0.48,0.36,0.59,0.14,0.467,0.035,0.537931034,0.67238422,,,0.421882891,,0.421882891,4413457,3.7,163.30,"44,204","44,838","4,413,457","1,015.90",13.9,634,1861962,42188,0.00008770206327,11402,"2,937",1.41%
Louisiana,2014,407,319,189,9,13,108,46,30,12,8.75,6.86,4.06,0.19,0.28,2.32,0.99,0.65,0.26,0.481,0.035,0.543352601,0.691699605,,,0.445944937,,0.445944937,4649676,10.2,474.27,"42,973","43,869","4,649,676",943.5,19,896,2073499,44594,0.0002287277902,4372,"2,314",2.04%
