Year,STATE,HFR,HFR_se,Fem_FS_S,Male_FS_S,BRFSS,GALLUP,GSS,PEW,AvgGunOwnershipEst
2010,West Virginia,0.572,0.028,0.55,0.786610879,,,0.501698405,0.551336016,0.5265172105
2011,West Virginia,0.622,0.032,0.482758621,0.693548387,,,,0.677366505,0.677366505
2012,West Virginia,0.571,0.026,0.424657534,0.660079051,,0.585280709,0.510311945,0.60793453,0.5678423947
2013,West Virginia,0.602,0.032,0.377358491,0.759259259,,,,0.686877765,0.686877765
2014,West Virginia,0.547,0.035,0.443037975,0.65,,,0.478264651,,0.478264651
2015,West Virginia,0.537,0.032,0.420289855,0.686346863,,,,0.58590783,0.58590783
2016,West Virginia,0.6,0.028,0.475609756,0.710714286,,,0.481850827,0.732214817,0.607032822
1980,Wisconsin,0.483,0.031,0.170731707,0.542056075,,0.494901933,0.535689662,,0.5152957975
1981,Wisconsin,0.423,0.047,0.234899329,0.53196347,,,,,
1982,Wisconsin,0.445,0.036,0.25,0.568034557,,,0.413131662,,0.413131662
1983,Wisconsin,0.43,0.038,0.201612903,0.551724138,,0.454381895,,,0.454381895
1984,Wisconsin,0.479,0.036,0.261538462,0.588726514,,,0.465126954,,0.465126954
1985,Wisconsin,0.471,0.031,0.23015873,0.595876289,,0.518633123,0.425714869,,0.472173996
1986,Wisconsin,0.445,0.038,0.201612903,0.578389831,,0.461581251,,,0.461581251
1987,Wisconsin,0.469,0.036,0.195488722,0.586520947,,,0.44984938,,0.44984938
1988,Wisconsin,0.46,0.031,0.219178082,0.603550296,,0.572946857,0.3564031,,0.4646749785
1989,Wisconsin,0.496,0.031,0.305084746,0.597077244,,0.555701597,0.452582753,,0.504142175
1990,Wisconsin,0.502,0.031,0.272727273,0.621568627,,0.527153344,0.477979192,,0.502566268
1991,Wisconsin,0.485,0.031,0.263157895,0.644351464,,0.536383418,0.416225791,,0.4763046045
1992,Wisconsin,0.467,0.047,0.258064516,0.584415584,,,,,
1993,Wisconsin,0.516,0.031,0.352380952,0.644628099,,0.535524574,0.485894144,,0.510709359
1994,Wisconsin,0.495,0.036,0.241071429,0.647916667,,,0.465168561,,0.465168561
1995,Wisconsin,0.466,0.047,0.205357143,0.629411765,,,,,
1996,Wisconsin,0.475,0.031,0.316831683,0.616,,0.49921815,0.426537292,,0.462877721
1997,Wisconsin,0.418,0.029,0.225490196,0.540084388,,0.442417408,,0.438057715,0.4402375615
1998,Wisconsin,0.549,0.036,0.313559322,0.579831933,,,0.612812469,,0.612812469
1999,Wisconsin,0.434,0.036,0.2,0.585470085,,0.428811781,,,0.428811781
2000,Wisconsin,0.466,0.026,0.260504202,0.579617834,,0.513695897,0.406064039,0.501407732,0.473722556
2001,Wisconsin,0.431,0.021,0.170940171,0.568965517,0.427855695,,,,0.427855695
2002,Wisconsin,0.422,0.02,0.252173913,0.544921875,0.422067273,,0.375931084,,0.3989991785
2003,Wisconsin,0.445,0.032,0.256880734,0.524163569,,,,0.490673044,0.490673044
2004,Wisconsin,0.416,0.018,0.238709677,0.534516765,0.402902613,,0.425031467,0.457807823,0.4285806343
2005,Wisconsin,0.41,0.044,0.190082645,0.534482759,,,,,
2006,Wisconsin,0.425,0.035,0.180555556,0.519011407,,,0.419087566,,0.419087566
2007,Wisconsin,0.414,0.032,0.277027027,0.511187608,,,,0.43889478,0.43889478
2008,Wisconsin,0.421,0.035,0.240506329,0.523076923,,,0.403858829,,0.403858829
2009,Wisconsin,0.432,0.032,0.248484848,0.543828265,,,,0.466923603,0.466923603
2010,Wisconsin,0.431,0.028,0.2125,0.543443918,,,0.414174739,0.460224904,0.4371998215
2011,Wisconsin,0.414,0.032,0.221590909,0.548330404,,,,0.429247479,0.429247479
2012,Wisconsin,0.44,0.026,0.152866242,0.572438163,,0.459727762,0.403028652,0.479412217,0.4473895437
2013,Wisconsin,0.448,0.032,0.240506329,0.576589595,,,,0.542367126,0.542367126
2014,Wisconsin,0.434,0.035,0.228070175,0.523411371,,,0.418202011,,0.418202011
2015,Wisconsin,0.434,0.032,0.201877934,0.573795181,,,,0.516254852,0.516254852
2016,Wisconsin,0.471,0.028,0.229946524,0.606774669,,,0.413851708,0.57943665,0.496644179
1980,Wyoming,0.775,0.047,0.647058824,0.793103448,,,,,
1981,Wyoming,0.8,0.047,0.714285714,0.828571429,,,,,
1982,Wyoming,0.76,0.047,,0.807228916,,,,,
1983,Wyoming,0.733,0.047,0.44,0.7875,,,,,
1984,Wyoming,0.776,0.036,0.6,0.8,,,0.70020355,,0.70020355
1985,Wyoming,0.743,0.036,,0.653846154,,,0.692423414,,0.692423414
1986,Wyoming,0.756,0.047,,0.785714286,,,,,
1987,Wyoming,0.737,0.036,,0.71875,,,0.687492756,,0.687492756
1988,Wyoming,0.708,0.031,,0.638888889,,0.782158534,0.606119795,,0.6941391645
1989,Wyoming,0.766,0.031,0.789473684,0.873015873,,0.752007392,0.663377007,,0.7076921995
1990,Wyoming,0.761,0.031,0.764705882,0.84375,,0.72643461,0.671626158,,0.699030384
1991,Wyoming,0.713,0.031,0.615384615,0.783783784,,0.735498327,0.606847623,,0.671172975
1992,Wyoming,0.705,0.047,0.333333333,0.813333333,,,,,
1993,Wyoming,0.698,0.038,0.647058824,0.761363636,,0.678477156,,,0.678477156
1994,Wyoming,0.69,0.047,0.619047619,0.744186047,,,,,
1995,Wyoming,0.685,0.047,0.625,0.743243243,,,,,
1996,Wyoming,0.686,0.047,0.5,0.797297297,,,,,
1997,Wyoming,0.63,0.033,0.538461538,0.768292683,,,,0.599375273,0.599375273
1998,Wyoming,0.625,0.047,0.4375,0.704225352,,,,,
1999,Wyoming,0.58,0.036,0.434782609,0.706666667,,0.564055528,,,0.564055528
2000,Wyoming,0.586,0.036,0.533333333,0.617647059,,0.587979516,,,0.587979516
2001,Wyoming,0.606,0.021,0.545454545,0.763888889,0.592371532,,,,0.592371532
2002,Wyoming,0.644,0.021,0.555555556,0.827586207,0.632222477,,,,0.632222477
2003,Wyoming,0.596,0.032,0.3125,0.752688172,,,,0.598735843,0.598735843
2004,Wyoming,0.607,0.018,0.333333333,0.611940299,0.631548212,,0.53086295,0.599980494,0.5874638853
2005,Wyoming,0.592,0.044,0.608695652,0.626865672,,,,,
2006,Wyoming,0.583,0.035,0.304347826,0.698924731,,,0.516375507,,0.516375507
2007,Wyoming,0.621,0.032,0.388888889,0.722891566,,,,0.646329648,0.646329648
2008,Wyoming,0.64,0.035,0.523809524,0.737864078,,,0.582073329,,0.582073329
2009,Wyoming,0.615,0.032,0.65,0.758241758,,,,0.587478966,0.587478966
2010,Wyoming,0.572,0.028,0.52,0.660377358,,,0.505207164,0.575668975,0.5404380695
2011,Wyoming,0.539,0.032,0.407407407,0.695238095,,,,0.50607756,0.50607756
2012,Wyoming,0.597,0.029,0.375,0.647482014,,0.662060499,,0.62222418,0.6421423395
2013,Wyoming,0.613,0.032,0.529411765,0.714285714,,,,0.685265753,0.685265753
2014,Wyoming,0.608,0.044,0.583333333,0.666666667,,,,,
2015,Wyoming,0.549,0.032,0.393939394,0.661290323,,,,0.61153088,0.61153088
2016,Wyoming,0.607,0.032,0.375,0.669642857,,,,0.725993231,0.725993231
